query_id,log2FC,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
CM_cdhit-1_transcript_352294,9.967530819941542,218851.Aquca_023_00083.1,3.66e-15,85.9,"2CKHQ@1|root,2S5E8@2759|Eukaryota,37WKE@33090|Viridiplantae,3GKNN@35493|Streptophyta",35493|Streptophyta,S,BEST Arabidopsis thaliana protein match is Mitovirus RNA-dependent RNA polymerase (TAIR,-,-,-,-,-,-,-,-,-,-,-,-,Mitovir_RNA_pol
CM_cdhit-1_transcript_352406,21.791536997566034,362418.IW19_24370,3.0299999999999998e-146,415,"COG0566@1|root,COG0566@2|Bacteria,4NFH3@976|Bacteroidetes,1HX2E@117743|Flavobacteriia,2NSXX@237|Flavobacterium",976|Bacteroidetes,J,Catalyzes the 2'-O methylation of guanosine at position 18 in tRNA,trmH,-,2.1.1.34,ko:K00556,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,SpoU_methylase
CM_cdhit-1_transcript_352558,22.226905710374282,29850.GGTG_00585T0,1.68e-15,74.3,"2DS7M@1|root,2S6FD@2759|Eukaryota,3A93I@33154|Opisthokonta,3P77B@4751|Fungi,3QZ5B@4890|Ascomycota,21BUB@147550|Sordariomycetes,41P47@639021|Magnaporthales",4751|Fungi,S,Glucose-repressible protein Grg1,-,-,-,-,-,-,-,-,-,-,-,-,Grg1
CM_cdhit-1_transcript_352833,22.09517216674552,376686.Fjoh_2895,1.8799999999999996e-227,635,"COG3712@1|root,COG3712@2|Bacteria,4NH3M@976|Bacteroidetes,1I2K8@117743|Flavobacteriia,2NT67@237|Flavobacterium",976|Bacteroidetes,PT,Pfam FecR protein,-,-,-,-,-,-,-,-,-,-,-,-,"DUF4974,FecR"
CM_cdhit-1_transcript_352846,22.14274033184934,525264.HMPREF0305_11005,8.73e-6,51.2,"2BXJK@1|root,33AIX@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_352886,9.792490710346561,3880.AET02208,1.41e-46,167,"COG0115@1|root,KOG0975@2759|Eukaryota",2759|Eukaryota,E,branched-chain-amino-acid transaminase activity,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_352902,10.1929442413586,411483.FAEPRAA2165_02967,2.2299999999999997e-57,194,"2B9ZZ@1|root,323DM@2|Bacteria,1V6N4@1239|Firmicutes,24K1H@186801|Clostridia,3WJW5@541000|Ruminococcaceae",186801|Clostridia,S,non supervised orthologous group,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_352934,22.571128533699756,28564.XP_002484510.1,7.46e-27,112,"2CUCX@1|root,2RKS6@2759|Eukaryota,38QET@33154|Opisthokonta,3PS8M@4751|Fungi,3R19A@4890|Ascomycota",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_352967,8.70562650183472,148960.XP_006960895.1,2.1e-4,43.5,"2FCDD@1|root,2TDMZ@2759|Eukaryota,3A9FD@33154|Opisthokonta,3P95P@4751|Fungi",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_352998,22.1619022237219,376686.Fjoh_4780,2.31e-206,585,"COG3158@1|root,COG3158@2|Bacteria,4NET9@976|Bacteroidetes,1HX75@117743|Flavobacteriia,2NTDV@237|Flavobacterium",976|Bacteroidetes,P,Transport of potassium into the cell,kup,-,-,ko:K03549,-,-,-,-,"ko00000,ko02000",2.A.72,-,-,K_trans
CM_cdhit-1_transcript_353013,21.5381672906658,1430440.MGMSRv2_1983,2.2e-6,54.7,"2DNPH@1|root,32YF1@2|Bacteria,1NARM@1224|Proteobacteria,2UJNP@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_353117,22.00090814927171,402626.Rpic_3321,3.36e-52,181,"COG0050@1|root,COG0050@2|Bacteria,1MVC0@1224|Proteobacteria,2VH5D@28216|Betaproteobacteria,1K05Z@119060|Burkholderiaceae",28216|Betaproteobacteria,J,This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis,tuf,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",-,ko:K02358,-,-,-,-,"ko00000,ko03012,ko03029,ko04147",-,-,-,"GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3"
CM_cdhit-1_transcript_353128,22.35648479807323,203908.EGF97827,2.17e-9,60.1,"2DZCK@1|root,2S6X3@2759|Eukaryota,3A5SR@33154|Opisthokonta,3P5B4@4751|Fungi,3V2GU@5204|Basidiomycota",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_353146,10.614497155720015,45351.EDO26100,1.17e-25,99.8,"KOG4853@1|root,KOG4853@2759|Eukaryota,3AB25@33154|Opisthokonta",33154|Opisthokonta,S,encoded within the 25S rRNA gene on the opposite strand,-,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0008150,GO:0019222,GO:0031323,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043457,GO:0043467,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0065007",-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_353155,21.977678360258118,1150469.RSPPHO_03259,5.34e-21,89.7,"2DTV2@1|root,33MS7@2|Bacteria,1NKAB@1224|Proteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_353479,22.34058103075432,1121897.AUGO01000008_gene2526,7.369999999999999e-43,149,"2ED1U@1|root,336YR@2|Bacteria,4NXS5@976|Bacteroidetes,1I49H@117743|Flavobacteriia,2NWDX@237|Flavobacterium",976|Bacteroidetes,S,TIGRFAM Por secretion system C-terminal sorting domain,-,-,-,-,-,-,-,-,-,-,-,-,DUF3244
CM_cdhit-1_transcript_353591,22.226905710374282,1150469.RSPPHO_03259,3.09e-17,84,"2DTV2@1|root,33MS7@2|Bacteria,1NKAB@1224|Proteobacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_353887,21.897622687965015,1454007.JAUG01000049_gene1896,1.0999999999999999e-48,164,"2ED1U@1|root,336YR@2|Bacteria,4NUXY@976|Bacteroidetes,1IYKA@117747|Sphingobacteriia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_353956,21.791536997566034,880070.Cycma_2927,3.3e-18,79.3,"COG0828@1|root,COG0828@2|Bacteria,4NUPV@976|Bacteroidetes,47RU4@768503|Cytophagia",976|Bacteroidetes,J,Belongs to the bacterial ribosomal protein bS21 family,rpsU,-,-,ko:K02970,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S21
CM_cdhit-1_transcript_354383,22.505648291062055,1408433.JHXV01000009_gene1287,1.9699999999999998e-56,196,"COG1595@1|root,COG1595@2|Bacteria,4NR8J@976|Bacteroidetes,1IMRD@117743|Flavobacteriia,2PBNX@246874|Cryomorphaceae",976|Bacteroidetes,K,"Sigma-70, region 4",-,-,-,ko:K03088,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r4,Sigma70_r4_2"
CM_cdhit-1_transcript_354923,22.00090814927171,468059.AUHA01000005_gene2496,6.349999999999999e-82,253,"COG0822@1|root,COG0822@2|Bacteria,4NM9Z@976|Bacteroidetes,1IS99@117747|Sphingobacteriia",976|Bacteroidetes,C,A scaffold on which IscS assembles Fe-S clusters. It is likely that Fe-S cluster coordination is flexible as the role of this complex is to build and then hand off Fe-S clusters,-,-,-,ko:K04488,-,-,-,-,ko00000,-,-,-,NifU_N
CM_cdhit-1_transcript_354968,22.12008887226702,742817.HMPREF9449_00183,1.73e-10,65.5,"2CBZZ@1|root,32QA1@2|Bacteria,4NQPJ@976|Bacteroidetes,2FYEI@200643|Bacteroidia,230HI@171551|Porphyromonadaceae",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_355051,22.09517216674552,4113.PGSC0003DMT400085242,4.13e-9,61.2,"2E836@1|root,2SEKS@2759|Eukaryota,38A9Y@33090|Viridiplantae",33090|Viridiplantae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_355167,21.791536997566034,1202532.FF52_06780,1.4199999999999998e-163,463,"COG1028@1|root,COG1028@2|Bacteria,4NEAI@976|Bacteroidetes,1HXDZ@117743|Flavobacteriia,2NT8F@237|Flavobacterium",976|Bacteroidetes,IQ,reductase,fabG,-,1.1.1.100,ko:K00059,"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short_C2
CM_cdhit-1_transcript_355222,11.945866941291307,28564.XP_002484510.1,2.38e-37,136,"2CUCX@1|root,2RKS6@2759|Eukaryota,38QET@33154|Opisthokonta,3PS8M@4751|Fungi,3R19A@4890|Ascomycota",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_355354,22.00090814927171,153721.MYP_192,1.99e-201,571,"COG0644@1|root,COG0644@2|Bacteria,4NEI6@976|Bacteroidetes,47MPG@768503|Cytophagia",976|Bacteroidetes,C,Tryptophan halogenase,fixC,-,-,-,-,-,-,-,-,-,-,-,Trp_halogenase
CM_cdhit-1_transcript_355872,11.113264397920883,1220582.RRU01S_31_00600,1.0299999999999997e-55,191,"COG5606@1|root,COG5606@2|Bacteria,1PQWN@1224|Proteobacteria,2V387@28211|Alphaproteobacteria,4BKA4@82115|Rhizobiaceae",28211|Alphaproteobacteria,K,Helix-turn-helix domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_37
CM_cdhit-1_transcript_356051,21.84971078737371,376686.Fjoh_4974,1.1899999999999999e-181,517,"COG4365@1|root,COG4365@2|Bacteria,4NGCF@976|Bacteroidetes,1HXWQ@117743|Flavobacteriia,2NTVU@237|Flavobacterium",976|Bacteroidetes,S,Belongs to the BshC family,bshC,-,-,ko:K22136,-,-,-,-,ko00000,-,-,-,BshC
CM_cdhit-1_transcript_356095,21.766592858950258,1550091.JROE01000013_gene157,2.7399999999999998e-126,378,"COG0443@1|root,COG0443@2|Bacteria,4NERF@976|Bacteroidetes,1IPCI@117747|Sphingobacteriia",976|Bacteroidetes,O,Heat shock 70 kDa protein,dnaK,-,-,ko:K04043,"ko03018,ko04212,ko05152,map03018,map04212,map05152",-,-,-,"ko00000,ko00001,ko03019,ko03029,ko03110,ko04147",1.A.33.1,-,-,HSP70
CM_cdhit-1_transcript_356250,22.226905710374282,755732.Fluta_1295,8.029999999999999e-99,297,"29UMW@1|root,30FZE@2|Bacteria,4NP3W@976|Bacteroidetes,1IMQI@117743|Flavobacteriia,2PBDZ@246874|Cryomorphaceae",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_356308,22.46967610891777,1117943.SFHH103_04048,3.01e-111,337,"COG0286@1|root,COG0286@2|Bacteria,1RETJ@1224|Proteobacteria,2U97M@28211|Alphaproteobacteria",28211|Alphaproteobacteria,V,site-specific DNA-methyltransferase (adenine-specific) activity,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_356403,21.766592858950258,485918.Cpin_1974,1.7899999999999999e-193,568,"COG0209@1|root,COG0209@2|Bacteria,4NEHQ@976|Bacteroidetes,1IQCA@117747|Sphingobacteriia",976|Bacteroidetes,F,Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides,nrdA,-,1.17.4.1,ko:K00525,"ko00230,ko00240,ko01100,map00230,map00240,map01100",M00053,"R02017,R02018,R02019,R02024",RC00613,"ko00000,ko00001,ko00002,ko01000,ko03400",-,-,-,"ATP-cone,Ribonuc_red_lgC,Ribonuc_red_lgN"
CM_cdhit-1_transcript_356452,22.45466878673589,445961.IW15_01940,7.48e-9,68.9,"COG3209@1|root,COG3209@2|Bacteria,4NF0G@976|Bacteroidetes,1I0VK@117743|Flavobacteriia,3ZNM7@59732|Chryseobacterium",976|Bacteroidetes,M,RHS repeat-associated core domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"RHS_repeat,SpvB,TcdB_toxin_midC,TcdB_toxin_midN"
CM_cdhit-1_transcript_356872,21.869468468751425,1202532.FF52_01945,1.0799999999999999e-118,344,"COG1629@1|root,COG4771@2|Bacteria,4NG7S@976|Bacteroidetes,1HXAC@117743|Flavobacteriia,2NSK6@237|Flavobacterium",976|Bacteroidetes,P,CarboxypepD_reg-like domain,-,-,-,-,-,-,-,-,-,-,-,-,CarbopepD_reg_2
CM_cdhit-1_transcript_356909,22.267975276724776,1123248.KB893322_gene669,3.25e-39,140,"COG3047@1|root,COG3047@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"DUF3943,OMP_b-brl,OMP_b-brl_2"
CM_cdhit-1_transcript_356967,22.20380796346678,1506583.JQJY01000001_gene414,5.98e-155,445,"COG3279@1|root,COG3279@2|Bacteria,4NFN4@976|Bacteroidetes,1HYAZ@117743|Flavobacteriia,2NUU3@237|Flavobacterium",976|Bacteroidetes,KT,LytTr DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"LytTR,Response_reg"
CM_cdhit-1_transcript_357094,22.226905710374282,1229487.AMYW01000045_gene2638,4.57e-131,387,"COG0572@1|root,COG0572@2|Bacteria,4NEEC@976|Bacteroidetes,1HXSB@117743|Flavobacteriia,2NT24@237|Flavobacterium",976|Bacteroidetes,F,uridine kinase,udk,-,2.7.1.48,ko:K00876,"ko00240,ko00983,ko01100,map00240,map00983,map01100",-,"R00513,R00516,R00517,R00962,R00964,R00967,R00968,R00970,R01548,R01549,R01880,R02091,R02096,R02097,R02327,R02332,R02371,R02372,R08232","RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,PRK
CM_cdhit-1_transcript_357146,22.37607477307481,4113.PGSC0003DMT400089450,2.44e-4,45.1,"2E30T@1|root,2SA69@2759|Eukaryota,37XUE@33090|Viridiplantae,3GWDE@35493|Streptophyta,44U28@71274|asterids",35493|Streptophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_357212,22.571128533699756,1506583.JQJY01000001_gene306,0,1499,"COG0210@1|root,COG0210@2|Bacteria,4NDWN@976|Bacteroidetes,1HWYD@117743|Flavobacteriia,2NSEZ@237|Flavobacterium",976|Bacteroidetes,L,Helicase,pcrA,-,3.6.4.12,ko:K03657,"ko03420,ko03430,map03420,map03430",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"UvrD-helicase,UvrD_C"
CM_cdhit-1_transcript_357454,22.09517216674552,1265502.KB905943_gene2740,6.65e-50,192,"COG3419@1|root,COG3419@2|Bacteria,1NUAV@1224|Proteobacteria,2VHY8@28216|Betaproteobacteria,4ABJ6@80864|Comamonadaceae",28216|Betaproteobacteria,NU,Tfp pilus assembly protein tip-associated adhesin PilY1-like protein,-,-,-,ko:K02674,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,Neisseria_PilC
CM_cdhit-1_transcript_357830,21.819987934571632,485917.Phep_3081,5.409999999999999e-152,432,"COG0740@1|root,COG0740@2|Bacteria,4NE20@976|Bacteroidetes,1IPWN@117747|Sphingobacteriia",976|Bacteroidetes,OU,Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins,clpP,-,3.4.21.92,ko:K01358,"ko04112,ko04212,map04112,map04212",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,CLP_protease
CM_cdhit-1_transcript_357854,21.791536997566034,485918.Cpin_0737,4.29e-82,248,"COG0693@1|root,COG0693@2|Bacteria,4NQI1@976|Bacteroidetes,1IS7S@117747|Sphingobacteriia",976|Bacteroidetes,S,"Intracellular protease, PfpI family",-,-,3.5.1.124,ko:K05520,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,DJ-1_PfpI
CM_cdhit-1_transcript_357910,22.37607477307481,714943.Mucpa_5235,3.2e-46,159,"2FE7U@1|root,3494A@2|Bacteria,4P67H@976|Bacteroidetes,1IZ6B@117747|Sphingobacteriia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_358095,21.5381672906658,929556.Solca_0021,1.5399999999999998e-143,433,"COG0542@1|root,COG0542@2|Bacteria,4NE1J@976|Bacteroidetes,1IPYI@117747|Sphingobacteriia",976|Bacteroidetes,O,with chaperone activity ATP-binding subunit,clpC,-,-,ko:K03696,"ko01100,map01100",-,-,-,"ko00000,ko03110",-,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N,UVR"
CM_cdhit-1_transcript_358162,22.555041916735156,1131269.AQVV01000018_gene1940,0.00064899999999999995,46.2,"2DPX5@1|root,333S8@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_358479,22.52231408591771,1123248.KB893314_gene3629,8.42e-33,127,"COG4974@1|root,COG4974@2|Bacteria,4NGQW@976|Bacteroidetes,1IP2Y@117747|Sphingobacteriia",976|Bacteroidetes,L,Belongs to the 'phage' integrase family. XerC subfamily,xerC,-,-,ko:K03733,-,-,-,-,"ko00000,ko03036",-,-,-,"Phage_int_SAM_1,Phage_integrase"
CM_cdhit-1_transcript_359132,22.12008887226702,376686.Fjoh_1071,3.5e-306,867,"COG0534@1|root,COG0534@2|Bacteria,4NDUF@976|Bacteroidetes,1HX7D@117743|Flavobacteriia,2NS74@237|Flavobacterium",976|Bacteroidetes,V,Multidrug transporter MatE,-,-,-,ko:K03327,-,-,-,-,"ko00000,ko02000",2.A.66.1,-,-,MatE
CM_cdhit-1_transcript_359185,22.1619022237219,376686.Fjoh_1165,1.06e-239,679,"COG1902@1|root,COG1902@2|Bacteria,4NF98@976|Bacteroidetes,1HYAD@117743|Flavobacteriia,2NSN2@237|Flavobacterium",976|Bacteroidetes,C,Catalyzes the conversion of salicylyl-CoA to gentisyl-CoA,-,-,1.3.1.34,ko:K00219,-,-,-,-,"ko00000,ko01000",-,-,-,Oxidored_FMN
CM_cdhit-1_transcript_359349,22.34058103075432,1202532.FF52_10723,5.239999999999999e-99,296,"COG0797@1|root,COG0797@2|Bacteria,4NSF1@976|Bacteroidetes,1I5I6@117743|Flavobacteriia,2NWM7@237|Flavobacterium",976|Bacteroidetes,M,Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides,rlpA,-,-,ko:K03642,-,-,-,-,ko00000,-,-,-,"DPBB_1,SPOR"
CM_cdhit-1_transcript_360384,22.37607477307481,270374.MELB17_18759,2.4600000000000002e-36,129,"COG4969@1|root,COG4969@2|Bacteria,1N7EQ@1224|Proteobacteria,1SCES@1236|Gammaproteobacteria,468BM@72275|Alteromonadaceae",1236|Gammaproteobacteria,NU,Belongs to the N-Me-Phe pilin family,pilA,-,-,"ko:K02650,ko:K02655","ko02020,map02020",-,-,-,"ko00000,ko00001,ko02035,ko02044",3.A.15.2,-,-,"N_methyl,Pilin"
CM_cdhit-1_transcript_360494,22.326950531521543,376686.Fjoh_0588,3.929999999999999e-157,468,"COG0313@1|root,COG0313@2|Bacteria,4NFQM@976|Bacteroidetes,1HX5Y@117743|Flavobacteriia,2NSC7@237|Flavobacterium",976|Bacteroidetes,H,Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA,rsmI,-,2.1.1.198,ko:K07056,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,TP_methylase
CM_cdhit-1_transcript_360531,22.14274033184934,1506583.JQJY01000004_gene2604,2.0599999999999997e-87,259,"COG1764@1|root,COG1764@2|Bacteria,4NQKB@976|Bacteroidetes,1I2YF@117743|Flavobacteriia,2NWF0@237|Flavobacterium",976|Bacteroidetes,O,Peroxiredoxin,osmC,-,-,ko:K04063,-,-,-,-,ko00000,-,-,-,OsmC
CM_cdhit-1_transcript_360618,22.401357647576955,906888.JCM19314_1500,3.46e-50,200,"COG3291@1|root,COG3291@2|Bacteria,4NU74@976|Bacteroidetes,1I4JY@117743|Flavobacteriia",976|Bacteroidetes,S,Pkd domain containing protein,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_360664,22.45466878673589,376686.Fjoh_2957,1.6099999999999998e-200,573,"COG0628@1|root,COG0628@2|Bacteria,4NFHZ@976|Bacteroidetes,1I1TA@117743|Flavobacteriia,2NTRJ@237|Flavobacterium",976|Bacteroidetes,S,AI-2E family transporter,-,-,-,-,-,-,-,-,-,-,-,-,AI-2E_transport
CM_cdhit-1_transcript_360677,21.819987934571632,714943.Mucpa_0239,2.54e-120,357,"COG1741@1|root,COG1741@2|Bacteria,4NGJ5@976|Bacteroidetes,1IPXK@117747|Sphingobacteriia",976|Bacteroidetes,S,Belongs to the pirin family,yhhW,-,-,ko:K06911,-,-,-,-,ko00000,-,-,-,Pirin
CM_cdhit-1_transcript_360730,22.1619022237219,929562.Emtol_1033,5.9799999999999995e-87,261,"COG2335@1|root,COG2335@2|Bacteria,4NMAH@976|Bacteroidetes,47PET@768503|Cytophagia",976|Bacteroidetes,M,"Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.",-,-,-,-,-,-,-,-,-,-,-,-,Fasciclin
CM_cdhit-1_transcript_360792,22.401357647576955,1406840.Q763_06680,7.22e-53,177,"COG0071@1|root,COG0071@2|Bacteria,4NQXY@976|Bacteroidetes,1I382@117743|Flavobacteriia,2NWNA@237|Flavobacterium",976|Bacteroidetes,O,Belongs to the small heat shock protein (HSP20) family,-,-,-,ko:K13993,"ko04141,map04141",-,-,-,"ko00000,ko00001,ko03110",-,-,-,HSP20
CM_cdhit-1_transcript_361421,22.00090814927171,755732.Fluta_1546,2.3399999999999998e-109,333,"COG3279@1|root,COG3279@2|Bacteria,4NKXC@976|Bacteroidetes,1I0BK@117743|Flavobacteriia,2PAUQ@246874|Cryomorphaceae",976|Bacteroidetes,K,Response regulator of the LytR AlgR family,-,-,-,-,-,-,-,-,-,-,-,-,"LytTR,Response_reg"
CM_cdhit-1_transcript_361702,21.897622687965015,376686.Fjoh_1273,2.08e-214,595,"28JMY@1|root,2Z9ED@2|Bacteria,4NGSX@976|Bacteroidetes,1HYMA@117743|Flavobacteriia,2NTQW@237|Flavobacterium",976|Bacteroidetes,-,-,-,-,-,ko:K17713,-,-,-,-,"ko00000,ko02000",1.B.33.1,-,-,-
CM_cdhit-1_transcript_361831,9.260826475706748,1550091.JROE01000033_gene1246,1.84e-28,105,"2EG2R@1|root,339UQ@2|Bacteria,4NYD4@976|Bacteroidetes,1IZTW@117747|Sphingobacteriia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_361909,12.350950538799237,1392488.JHZY01000002_gene1624,2.62e-8,53.5,"2DTS4@1|root,33MFD@2|Bacteria,4NZQB@976|Bacteroidetes,1IB16@117743|Flavobacteriia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_361932,22.45466878673589,376686.Fjoh_0010,4.49e-203,576,"COG1028@1|root,COG1028@2|Bacteria,4NE45@976|Bacteroidetes,1HWS3@117743|Flavobacteriia,2NSG4@237|Flavobacterium",976|Bacteroidetes,IQ,short-chain dehydrogenase,ykuF,-,-,ko:K13774,"ko00281,map00281",-,"R08087,R08096,R10125,R10126","RC00080,RC00087","ko00000,ko00001",-,-,-,adh_short_C2
CM_cdhit-1_transcript_362795,22.555041916735156,1453498.LG45_07445,2.839999999999999e-234,709,"COG0381@1|root,COG0381@2|Bacteria,4NGBD@976|Bacteroidetes,1HXDA@117743|Flavobacteriia,2NUTA@237|Flavobacterium",976|Bacteroidetes,M,Belongs to the UDP-N-acetylglucosamine 2-epimerase family,fnlC,-,5.1.3.14,ko:K01791,"ko00520,ko01100,ko05111,map00520,map01100,map05111",M00362,R00420,RC00290,"ko00000,ko00001,ko00002,ko01000,ko01005",-,-,-,Epimerase_2
CM_cdhit-1_transcript_362915,22.246223166916774,376686.Fjoh_4610,9.309999999999998e-237,661,"COG0477@1|root,COG2814@2|Bacteria,4NFM7@976|Bacteroidetes,1HYPP@117743|Flavobacteriia,2NV9Q@237|Flavobacterium",976|Bacteroidetes,EGP,Major facilitator superfamily,-,-,-,-,-,-,-,-,-,-,-,-,MFS_1
CM_cdhit-1_transcript_362989,22.45466878673589,376686.Fjoh_3846,6.85e-75,229,"COG1733@1|root,COG1733@2|Bacteria,4NQ7N@976|Bacteroidetes,1I2Y6@117743|Flavobacteriia,2NXM3@237|Flavobacterium",976|Bacteroidetes,K,Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,HxlR
CM_cdhit-1_transcript_363316,22.185660375508686,1121887.AUDK01000041_gene2255,2.3599999999999996e-118,351,"COG4186@1|root,COG4186@2|Bacteria,4NMM1@976|Bacteroidetes,1I1HU@117743|Flavobacteriia,2NYBI@237|Flavobacterium",976|Bacteroidetes,S,Calcineurin-like phosphoesterase,-,-,-,-,-,-,-,-,-,-,-,-,"Metallophos,Metallophos_2"
CM_cdhit-1_transcript_363389,22.45466878673589,1151127.KB906332_gene3786,4.05e-16,80.5,"COG0400@1|root,COG0400@2|Bacteria,1N3A3@1224|Proteobacteria,1S9QE@1236|Gammaproteobacteria,1YQ4U@136843|Pseudomonas fluorescens group",1236|Gammaproteobacteria,S,Phospholipase/Carboxylesterase,-,-,-,ko:K06999,-,-,-,-,ko00000,-,-,-,Abhydrolase_2
CM_cdhit-1_transcript_363403,22.571128533699756,1249634.D781_0104,5.31e-19,92.8,"2E44C@1|root,32Z0J@2|Bacteria,1PBG2@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_363684,22.1619022237219,861208.AGROH133_14562,4.989999999999999e-110,320,"COG1309@1|root,COG1309@2|Bacteria,1REAY@1224|Proteobacteria,2U8HB@28211|Alphaproteobacteria,4BAI3@82115|Rhizobiaceae",28211|Alphaproteobacteria,K,"Bacterial regulatory proteins, tetR family",-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
